2024-04-07 14:59:33.041 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - SessionFilter... init 
2024-04-07 14:59:33.050 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - SessionFilter... excludedUrls:: /login,/login.jsp,/demo
2024-04-07 14:59:34.520 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:34.521 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login.jsp
2024-04-07 14:59:34.521 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-07 14:59:36.343 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - LoginController().. 
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp?
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login
2024-04-07 14:59:36.344 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-04-07 14:59:36.346 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Connecting to Azure T-SQL DB...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Connected to Azure T-SQL DB...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Inside UserDataAccessObject() ...
2024-04-07 14:59:36.759 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - Inside getUserByUsernameAndPassword() ...
2024-04-07 14:59:36.760 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - username:  GUEST
2024-04-07 14:59:36.760 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - password:  GUEST123
2024-04-07 14:59:36.893 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - in UserModel()...
2024-04-07 14:59:36.901 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - LoginController()..  User Validated, Creating Session...
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/login.jsp?
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/home.jsp
2024-04-07 14:59:36.906 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:36.910 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - INSIDE HOME.JSP
2024-04-07 14:59:36.913 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - INSIDE header.JSP
2024-04-07 14:59:36.914 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - Inside header.jsp User:::GUEST
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/databaseInfo
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.282 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - Connecting to MySQL DB...
2024-04-07 14:59:37.856 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - Connected to MySQL DB...
2024-04-07 14:59:37.941 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - jsonResponse:: ["crafter","information_schema","mysql","performance_schema","sys"]
2024-04-07 14:59:37.949 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.949 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/table.png
2024-04-07 14:59:37.949 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.949 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.950 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/reload.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/search.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/home.jsp
2024-04-07 14:59:37.950 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/delete2.png
2024-04-07 14:59:37.950 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-04-07 15:13:43.807 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - 2024-04-07 15:13:43,805 ContainerBackgroundProcessor[StandardEngine[Catalina]] ERROR FileManager (/site/wwwroot/webapps/LOGS/LOG_FILE.log) java.io.IOException: Could not create directory /site/wwwroot/webapps/LOGS java.io.IOException: Could not create directory /site/wwwroot/webapps/LOGS
2024-04-07 15:13:43.808 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  Crafter.Log4jOutputStream - 	at org.apache.logging.log4j.core.util.FileUtils.mkdir(FileUtils.java:120)
2024-04-24 01:04:12.179 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : role_access_updation_date
2024-04-24 01:04:12.179 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : role_access_status
2024-04-24 01:04:12.179 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - getTablesInfo()  iterating table: t_crafter_users
2024-04-24 01:04:12.310 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : id
2024-04-24 01:04:12.311 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : username
2024-04-24 01:04:12.311 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : password
2024-04-24 01:04:12.311 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : email
2024-04-24 01:04:12.311 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : role_id
2024-04-24 01:04:12.312 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : user_creation_date
2024-04-24 01:04:12.312 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : user_updation_date
2024-04-24 01:04:12.312 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - <<< iterating column >>>  : user_status
2024-04-24 01:04:12.317 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - /tables json response for [GET_ALL_TABLES_FOR_SCHEMA]   ::: {"status":true,"tables":[{"tableName":"t_crafter_role_access","columns":[{"columnName":"access_id","columnType":"INT","columnSize":10},{"columnName":"role_id","columnType":"INT","columnSize":10},{"columnName":"schema_access","columnType":"VARCHAR","columnSize":50},{"columnName":"table_access","columnType":"VARCHAR","columnSize":50},{"columnName":"read_access","columnType":"VARCHAR","columnSize":1},{"columnName":"write_access","columnType":"VARCHAR","columnSize":1},{"columnName":"update_access","columnType":"VARCHAR","columnSize":1},{"columnName":"delete_access","columnType":"VARCHAR","columnSize":1},{"columnName":"delete_table_access","columnType":"VARCHAR","columnSize":1},{"columnName":"delete_schema_access","columnType":"VARCHAR","columnSize":1},{"columnName":"role_access_creation_date","columnType":"DATE","columnSize":10},{"columnName":"role_access_updation_date","columnType":"DATE","columnSize":10},{"columnName":"role_access_status","columnType":"VARCHAR","columnSize":1}]},{"tableName":"t_crafter_users","columns":[{"columnName":"id","columnType":"INT","columnSize":10},{"columnName":"username","columnType":"VARCHAR","columnSize":50},{"columnName":"password","columnType":"VARCHAR","columnSize":255},{"columnName":"email","columnType":"VARCHAR","columnSize":50},{"columnName":"role_id","columnType":"INT","columnSize":10},{"columnName":"user_creation_date","columnType":"DATE","columnSize":10},{"columnName":"user_updation_date","columnType":"DATE","columnSize":10},{"columnName":"user_status","columnType":"VARCHAR","columnSize":1}]}]}
2024-04-24 01:04:12.325 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-04-24 01:04:12.325 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/table.png
2024-04-24 01:04:12.326 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  session exists username:: GUEST
2024-06-09 16:10:03.660 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.695 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.696 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.696 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.697 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.697 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.697 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/delete.png
2024-06-09 16:10:03.697 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/confirm.png
2024-06-09 16:10:03.697 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/add.png
2024-06-09 16:10:03.697 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/tables-modal-functions.js
2024-06-09 16:10:03.697 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/search.png
2024-06-09 16:10:03.697 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/update.png
2024-06-09 16:10:03.699 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.700 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.700 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.700 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.700 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.700 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.730 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.730 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.730 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.732 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.732 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.732 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.738 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.740 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.740 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.745 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.746 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.746 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.751 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.751 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.751 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.754 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.754 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.754 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.756 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.756 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.756 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.757 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.758 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.758 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.774 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.774 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.774 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.775 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.775 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.775 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.776 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.776 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.776 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.778 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.778 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.778 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.779 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.779 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.779 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.829 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.829 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.829 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.833 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.833 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/login.jsp
2024-06-09 16:10:03.833 [http-nio-8080-exec-5] INFO  Crafter.Log4jOutputStream - excluded url from doFilter()
2024-06-09 16:10:03.834 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.834 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.834 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.835 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.836 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.836 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.837 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.837 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.837 [http-nio-8080-exec-7] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.838 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.838 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:03.838 [http-nio-8080-exec-3] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist!! redirecting to login.jsp
2024-06-09 16:10:03.863 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:03.863 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/delete2.png
2024-06-09 16:10:03.863 [http-nio-8080-exec-9] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.014 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.014 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:04.014 [http-nio-8080-exec-4] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.015 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.015 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:04.015 [http-nio-8080-exec-6] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.016 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.016 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:04.017 [http-nio-8080-exec-10] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.018 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.018 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:04.018 [http-nio-8080-exec-8] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.019 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.019 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
2024-06-09 16:10:04.019 [http-nio-8080-exec-1] INFO  Crafter.Log4jOutputStream - SessionFilter....  session doesn't exist <222> !! redirecting to login.jsp
2024-06-09 16:10:04.020 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  referer:: http://localhost:8080/SQLCrafter/tables.jsp?event=GET_ALL_TABLES_FOR_SCHEMA&schema=crafter
2024-06-09 16:10:04.020 [http-nio-8080-exec-2] INFO  Crafter.Log4jOutputStream - SessionFilter...  httpRequest.getRequestURI():: /SQLCrafter/resources/images/login.jsp
